vendor_id,category,event_type,location,capacity,rating,experience_years,popularity_score,duration_hours,month,price
1035,Security,Corporate,Tennekumbura,164,3.24,10,969,10,April,76300
1036,Lighting,Sports,Tennekumbura,581,3.57,8,118,2,March,164600
1037,Decoration,Musical,Wattegama,981,4.83,8,467,10,August,273600
1038,Photography,Exhibition,Peradeniya,250,4.46,7,838,5,March,103700
1039,Florist,Sports,Kurunegala Road,528,3.56,20,250,5,July,99700
1040,Lighting,Exhibition,Yatinuwara,608,3.97,1,154,4,February,141400
1041,Transport,Wedding,Gampola,141,3.62,13,232,11,March,61200
1042,Venue,Sports,Madawala,960,4.81,16,203,4,December,465400
1043,Makeup,Corporate,Kandy,48,3.71,18,94,10,September,50500
1044,Sound,Wedding,Ampitiya,173,3.5,12,147,3,June,83700
1045,Music,Cultural,Anniewatta,265,3.12,3,511,9,July,85800
1046,Music,Birthday,Anniewatta,755,3.15,8,195,9,February,135300
1047,Makeup,Sports,Ampitiya,262,4.9,13,726,12,July,59000
1048,Florist,Musical,Tennekumbura,685,4.63,4,293,5,September,74600
1049,Catering,Birthday,Akurana,193,4.09,8,695,12,March,141700
1050,Decoration,Birthday,Wattegama,163,4.85,10,770,12,November,74500
1051,Makeup,Birthday,Madawala,841,3.61,10,761,5,August,129900
1052,Decoration,Birthday,Digana,914,3.74,7,347,9,July,210000
1053,Music,Exhibition,Kandy,211,3.34,2,844,12,December,76300
1054,Sound,Cultural,Yatinuwara,489,3.16,16,134,6,April,115500
1055,Florist,Wedding,Digana,532,3.4,14,978,12,January,123800
1056,Catering,Birthday,Tennekumbura,172,4.13,11,546,11,October,179200
1057,Catering,Birthday,Peradeniya,271,3.6,14,57,10,July,296000
1058,Transport,Musical,Anniewatta,253,3.19,14,327,9,February,85700
1059,Makeup,Sports,Harispattuwa,111,4.34,5,236,4,March,63300
1060,Catering,Cultural,Tennekumbura,322,4.62,3,373,4,April,174100
1061,Catering,Birthday,Gelioya,427,4.17,3,120,6,April,164500
1062,Florist,Musical,Wattegama,876,3.16,12,382,7,March,64600
1063,Music,Cultural,Gelioya,825,4.61,10,136,6,March,144000
1064,Security,Musical,Anniewatta,574,4.87,8,348,12,July,170700
1065,Security,Birthday,Madawala,52,3.44,11,44,5,November,42200
1066,Florist,Corporate,Peradeniya,795,3.38,19,983,12,February,99200
1067,Photography,Exhibition,Kurunegala Road,783,4.02,3,115,10,December,104000
1068,Lighting,Birthday,Kurunegala Road,463,3.61,13,150,8,December,116300
1069,Security,Cultural,Kadugannawa,882,3.72,2,614,4,November,162800
1070,Lighting,Cultural,Kurunegala Road,950,3.08,14,178,11,August,89600
1071,Photography,Exhibition,Kadugannawa,294,4.06,4,613,12,January,206700
1072,Makeup,Wedding,Gampola,682,4.08,18,817,7,February,130300
1073,Florist,Cultural,Kadugannawa,396,4.7,11,971,6,April,52300
1074,Music,Cultural,Akurana,749,3.01,16,92,10,August,112800
1075,Music,Sports,Tennekumbura,853,4.82,3,312,12,January,223100
1076,Florist,Corporate,Harispattuwa,925,3.66,13,928,6,August,100100
1077,Venue,Exhibition,Ampitiya,408,3.79,5,190,3,July,470000
1078,Lighting,Cultural,Pilimathalawa,627,4.53,7,972,4,June,138700
1079,Security,Sports,Anniewatta,336,3.67,6,165,6,August,122500
1080,Makeup,Sports,Ampitiya,946,3.78,16,806,11,July,104000
1081,Catering,Exhibition,Wattegama,386,3.68,7,792,3,February,156600
1082,Security,Exhibition,Tennekumbura,474,4.76,17,48,4,January,76600
1083,Makeup,Birthday,Wattegama,947,4.08,7,397,3,July,125500
1084,Photography,Sports,Akurana,337,3.29,5,224,11,September,213500
1085,Catering,Musical,Kadugannawa,633,4.55,13,228,7,May,203600
1086,Venue,Wedding,Anniewatta,79,3.83,14,539,9,July,408400
1087,Transport,Wedding,Ampitiya,31,3.95,15,708,10,January,26200
1088,Venue,Sports,Katugastota,792,4.47,19,885,10,November,630600
1089,Catering,Corporate,Peradeniya,135,4.47,7,969,4,August,132400
1090,Decoration,Sports,Ampitiya,342,3.22,9,562,12,June,104400
1091,Lighting,Corporate,Pilimathalawa,113,4.36,13,719,12,December,47000
1092,Transport,Sports,Akurana,787,3.32,5,402,2,November,115500
1093,Photography,Musical,Yatinuwara,358,4.07,6,801,8,May,225000
1094,Florist,Wedding,Kandy,100,3.98,5,416,7,April,25600
1095,Florist,Musical,Ampitiya,720,4.9,17,538,7,June,100900
1096,Photography,Birthday,Akurana,393,3.64,2,240,9,October,167400
1097,Venue,Wedding,Kandy,858,4.04,16,38,5,September,522100
1098,Transport,Birthday,Yatinuwara,717,3.78,8,610,4,May,85600
1099,Security,Cultural,Digana,262,3.97,20,832,3,October,76300
1100,Security,Birthday,Harispattuwa,417,4.27,4,625,8,August,104100
1101,Lighting,Wedding,Kandy,363,3.07,17,887,7,March,129200
1102,Decoration,Birthday,Kurunegala Road,653,3.7,16,480,9,October,228500
1103,Photography,Musical,Kurunegala Road,868,3.75,7,819,7,February,210300
1104,Security,Corporate,Madawala,906,4.88,1,251,5,August,115200
1105,Makeup,Birthday,Anniewatta,722,3.63,10,435,4,August,115000
1106,Decoration,Wedding,Digana,50,4.09,11,137,4,February,93700
1107,Makeup,Corporate,Tennekumbura,917,4.85,12,145,8,September,147300
1108,Music,Corporate,Ampitiya,881,4.9,12,566,12,January,154200
1109,Photography,Corporate,Gelioya,751,4.91,3,511,7,April,232200
1110,Music,Musical,Ampitiya,691,3.11,11,924,10,November,99400
1111,Decoration,Cultural,Harispattuwa,728,3.55,14,909,6,January,212800
1112,Makeup,Birthday,Madawala,391,3.83,14,602,12,August,98500
1113,Makeup,Wedding,Ampitiya,818,4.17,17,460,8,September,172900
1114,Decoration,Corporate,Ampitiya,533,4.5,4,757,6,June,108800
1115,Florist,Wedding,Pilimathalawa,829,4.4,19,751,6,May,128100
1116,Catering,Birthday,Kurunegala Road,64,3.17,4,956,7,March,64100
1117,Makeup,Corporate,Ampitiya,466,4.04,17,253,12,February,109100
1118,Music,Sports,Katugastota,307,3.58,12,636,8,September,134200
1119,Decoration,Sports,Gampola,816,3.36,20,606,4,December,91900
1120,Photography,Cultural,Peradeniya,220,3.45,12,655,8,January,202400
1121,Decoration,Wedding,Akurana,351,3.01,5,679,3,July,97000
1122,Music,Sports,Katugastota,851,4.1,3,284,11,November,146900
1123,Sound,Sports,Wattegama,267,4.99,19,517,4,January,115700
1124,Lighting,Sports,Kandy,996,3.44,14,583,10,January,193400
1125,Florist,Sports,Kadugannawa,760,3.89,2,706,7,November,118300
1126,Catering,Musical,Wattegama,907,3.08,9,77,7,August,338900
1127,Venue,Wedding,Gelioya,395,4.45,3,392,4,October,533500
1128,Music,Sports,Kadugannawa,139,4.91,7,126,8,October,47000
1129,Decoration,Exhibition,Harispattuwa,509,3.84,18,904,6,October,104500
1130,Security,Corporate,Digana,453,4.08,14,918,2,April,97700
1131,Sound,Musical,Madawala,185,4.7,10,531,2,April,119900
1132,Sound,Musical,Tennekumbura,620,3.34,7,609,7,October,134500
1133,Photography,Musical,Pilimathalawa,463,4.38,6,129,12,March,145900
1134,Music,Exhibition,Tennekumbura,603,4.73,18,708,3,April,192600
1135,Venue,Cultural,Pilimathalawa,800,4.08,13,757,2,November,659800
1136,Catering,Birthday,Akurana,663,3.33,20,891,9,January,195500
1137,Catering,Wedding,Kandy,758,4.93,12,783,10,October,363700
1138,Decoration,Musical,Tennekumbura,672,3.34,3,973,8,August,156400
1139,Venue,Cultural,Akurana,556,3.24,2,651,5,October,636900
1140,Florist,Wedding,Kadugannawa,809,4.3,2,511,9,May,128000
1141,Decoration,Birthday,Digana,69,3.32,4,845,12,February,91600
1142,Venue,Sports,Kadugannawa,74,3.46,14,373,11,January,418800
1143,Music,Musical,Akurana,207,4.03,2,306,7,May,99000
1144,Florist,Corporate,Pilimathalawa,858,3.32,4,650,4,November,116800
1145,Security,Cultural,Yatinuwara,862,4.23,20,160,2,May,92900
1146,Sound,Corporate,Akurana,367,3.87,18,645,4,August,110700
1147,Catering,Birthday,Gampola,983,3.74,3,891,3,November,355200
1148,Music,Wedding,Digana,953,3.68,11,308,5,May,231600
1149,Security,Musical,Akurana,592,3.53,13,894,8,September,172300
1150,Transport,Exhibition,Akurana,718,4.21,20,661,9,April,97200
1151,Lighting,Birthday,Madawala,570,4.48,18,730,6,March,65100
1152,Catering,Sports,Pilimathalawa,225,3.11,10,861,6,December,216700
1153,Venue,Cultural,Wattegama,425,3.58,2,264,6,December,244700
1154,Sound,Corporate,Yatinuwara,579,3.63,11,781,8,May,98700
1155,Music,Wedding,Ampitiya,497,4.1,11,651,8,March,149200
1156,Makeup,Corporate,Tennekumbura,154,4.4,8,595,5,January,59200
1157,Security,Birthday,Madawala,270,3.01,12,352,4,January,44100
1158,Catering,Corporate,Madawala,960,4.35,3,315,10,September,263000
1159,Photography,Sports,Tennekumbura,128,4.62,12,347,12,March,180400
1160,Transport,Sports,Anniewatta,38,4.34,2,654,9,May,54800
1161,Catering,Cultural,Ampitiya,237,4.78,9,506,4,June,288300
1162,Photography,Exhibition,Akurana,134,4.4,4,282,9,January,87200
1163,Photography,Musical,Yatinuwara,508,3.71,10,983,8,March,211900
1164,Decoration,Exhibition,Gelioya,696,4.62,3,571,2,November,212900
1165,Music,Wedding,Akurana,851,3.85,15,70,9,June,115400
1166,Decoration,Musical,Katugastota,447,3.04,19,645,11,May,164800
1167,Venue,Wedding,Digana,272,4,11,394,7,September,690800
1168,Decoration,Exhibition,Tennekumbura,912,4.06,17,439,4,March,256000
1169,Venue,Exhibition,Anniewatta,194,4.9,9,709,8,March,137300
1170,Music,Exhibition,Gelioya,244,3.9,6,738,11,December,120500
1171,Catering,Wedding,Katugastota,453,3.16,6,104,12,December,230400
1172,Venue,Birthday,Akurana,418,3.04,19,193,5,July,904900
1173,Venue,Exhibition,Pilimathalawa,488,4.06,4,441,10,October,370500
1174,Makeup,Musical,Kadugannawa,871,4.93,6,436,6,September,190800
1175,Catering,Wedding,Peradeniya,722,4.26,3,281,12,June,175300
1176,Lighting,Corporate,Akurana,829,3.32,9,711,3,June,188400
1177,Florist,Cultural,Madawala,589,3.74,1,60,2,May,75600
1178,Photography,Birthday,Peradeniya,254,4.87,5,841,4,March,238000
1179,Decoration,Birthday,Ampitiya,52,3.65,20,790,6,August,136800
1180,Catering,Cultural,Digana,381,3.94,15,697,11,July,133200
1181,Security,Corporate,Tennekumbura,890,4.19,18,607,12,November,189800
1182,Music,Exhibition,Ampitiya,359,4.66,10,882,10,December,100200
1183,Decoration,Cultural,Harispattuwa,162,4.24,18,156,7,October,110500
1184,Makeup,Birthday,Yatinuwara,741,3.49,12,308,2,October,173200
1185,Transport,Wedding,Kandy,183,3.9,1,630,8,July,43600
1186,Catering,Birthday,Katugastota,788,3.33,18,510,7,March,175800
1187,Venue,Corporate,Peradeniya,991,4.19,19,86,7,May,670900
1188,Security,Corporate,Yatinuwara,818,3.86,4,120,10,March,126300
1189,Transport,Sports,Ampitiya,395,3.47,4,511,8,April,81800
1190,Transport,Sports,Gelioya,279,3.53,4,281,5,April,77600
1191,Photography,Exhibition,Tennekumbura,213,4.9,14,146,9,September,195800
1192,Photography,Corporate,Gelioya,956,4.54,2,121,4,March,152100
1193,Transport,Cultural,Katugastota,601,4.13,4,167,6,August,112300
1194,Florist,Musical,Anniewatta,941,4.21,17,361,8,May,186100
1195,Catering,Wedding,Anniewatta,405,4.22,13,657,10,December,215500
1196,Decoration,Corporate,Katugastota,425,3.96,2,192,11,October,137700
1197,Security,Wedding,Yatinuwara,396,4.33,3,496,12,August,91000
1198,Makeup,Birthday,Pilimathalawa,268,4.97,12,345,3,October,63200
1199,Transport,Birthday,Kadugannawa,837,4.16,10,165,9,August,140400
1200,Catering,Musical,Madawala,50,3.16,7,858,2,April,101800
1201,Music,Musical,Pilimathalawa,348,4.93,18,876,12,July,158200
1202,Music,Cultural,Wattegama,218,3.6,20,514,8,February,72000
1203,Sound,Musical,Pilimathalawa,441,3.68,1,303,10,June,99200
1204,Lighting,Wedding,Wattegama,779,4.67,4,292,8,October,144700
1205,Music,Exhibition,Pilimathalawa,967,3.39,2,976,11,April,112700
1206,Decoration,Birthday,Gelioya,659,4.01,12,287,12,April,208700
1207,Transport,Cultural,Ampitiya,393,4.77,5,231,5,April,133600
1208,Lighting,Exhibition,Kurunegala Road,880,3.44,17,990,7,September,126400
1209,Transport,Corporate,Pilimathalawa,216,3.16,20,421,4,September,33700
1210,Venue,Exhibition,Akurana,459,3.44,1,994,10,July,341700
1211,Sound,Musical,Akurana,512,4.02,10,385,2,July,92700
1212,Florist,Birthday,Harispattuwa,645,3.6,9,805,2,September,94100
1213,Photography,Birthday,Harispattuwa,457,4.27,11,531,7,March,241200
1214,Sound,Wedding,Madawala,660,3.83,4,583,9,November,156500
1215,Florist,Sports,Ampitiya,56,4.16,1,39,6,March,30800
1216,Catering,Sports,Katugastota,842,4.25,20,959,12,October,191800
1217,Transport,Birthday,Gampola,792,4.58,18,89,7,September,123800
1218,Catering,Corporate,Gelioya,517,3.9,5,375,3,January,117700
1219,Makeup,Sports,Pilimathalawa,114,4.31,7,735,2,February,53800
1220,Catering,Birthday,Digana,554,4.52,3,182,8,August,340400
1221,Decoration,Cultural,Ampitiya,730,3.28,6,630,5,October,149600
1222,Photography,Birthday,Gampola,321,3.67,4,878,12,September,107500
1223,Decoration,Wedding,Yatinuwara,436,4.07,14,460,7,July,152900
1224,Transport,Cultural,Anniewatta,917,3.05,5,153,6,July,130800
1225,Venue,Cultural,Peradeniya,561,3,7,390,4,June,618200
1226,Decoration,Birthday,Madawala,716,3.96,12,788,4,March,177400
1227,Photography,Cultural,Kurunegala Road,754,3.6,19,857,9,February,145400
1228,Music,Cultural,Anniewatta,176,4.08,6,268,4,March,90200
1229,Florist,Wedding,Ampitiya,915,4.05,2,517,6,February,124600
1230,Catering,Exhibition,Pilimathalawa,653,4.57,20,129,10,April,334500
1231,Makeup,Sports,Pilimathalawa,800,3.04,8,891,4,October,90800
1232,Decoration,Corporate,Tennekumbura,756,3.49,15,866,11,October,215200
1233,Lighting,Birthday,Madawala,241,3.93,18,478,8,February,84600
1234,Photography,Wedding,Gelioya,721,3.23,19,82,5,October,252700
1235,Decoration,Musical,Ampitiya,759,3.06,7,51,3,February,136900
1236,Sound,Corporate,Peradeniya,447,3.62,20,69,11,January,176300
1237,Venue,Sports,Tennekumbura,816,3.93,2,457,2,February,623500
1238,Sound,Corporate,Kurunegala Road,48,4.93,1,342,7,February,73300
1239,Decoration,Sports,Wattegama,970,4.05,20,895,9,January,218500
1240,Transport,Sports,Katugastota,677,4.01,7,771,2,April,133000
1241,Catering,Corporate,Kadugannawa,957,3.12,5,931,8,July,278900
1242,Photography,Birthday,Harispattuwa,669,4.35,7,196,7,January,266200
1243,Photography,Birthday,Tennekumbura,337,3.69,14,115,9,March,112600
1244,Sound,Corporate,Tennekumbura,416,4.76,18,603,3,September,72000
1245,Security,Cultural,Kurunegala Road,878,3.59,20,841,5,June,200000
1246,Sound,Wedding,Kadugannawa,342,4.21,16,178,5,September,84300
1247,Venue,Cultural,Digana,999,4.94,15,22,7,February,712200
1248,Florist,Birthday,Gampola,910,4.61,10,329,12,June,141600
1249,Lighting,Birthday,Anniewatta,364,4.34,14,124,12,August,51900
1250,Decoration,Birthday,Pilimathalawa,81,3.13,20,496,2,October,135000
1251,Transport,Cultural,Kadugannawa,103,3.47,16,80,9,December,42100
1252,Transport,Corporate,Gampola,679,4.4,19,691,8,January,126100
1253,Transport,Birthday,Digana,178,3.05,7,266,12,April,84800
1254,Venue,Exhibition,Kadugannawa,493,3.65,12,291,10,March,952400
1255,Venue,Sports,Tennekumbura,912,3.64,13,622,4,August,359100
1256,Florist,Wedding,Peradeniya,449,3.64,12,913,11,November,96200
1257,Venue,Exhibition,Anniewatta,991,3.52,2,162,7,September,967400
1258,Florist,Cultural,Kurunegala Road,294,3.72,15,401,11,June,96200
1259,Security,Musical,Gampola,322,4.57,12,657,4,November,138100
1260,Transport,Wedding,Harispattuwa,101,3.74,10,105,12,February,43700
1261,Sound,Corporate,Pilimathalawa,367,4.77,20,390,2,October,84500
1262,Music,Birthday,Gelioya,954,4.25,1,75,10,November,176500
1263,Photography,Sports,Gelioya,301,4.91,15,657,8,May,222500
1264,Catering,Sports,Kadugannawa,828,4.11,11,571,9,April,348600
1265,Venue,Sports,Kadugannawa,163,4.92,17,844,6,January,1012400
1266,Security,Wedding,Pilimathalawa,806,3.23,15,626,9,February,115600
1267,Decoration,Musical,Kadugannawa,119,3.42,14,868,3,July,153500
1268,Decoration,Cultural,Pilimathalawa,460,3.82,1,699,4,March,159300
1269,Catering,Cultural,Gampola,500,4.63,3,227,6,March,178100
1270,Catering,Cultural,Akurana,853,4.55,11,505,10,November,131800
1271,Photography,Corporate,Kandy,301,3.37,4,222,11,March,84300
1272,Transport,Corporate,Kurunegala Road,767,4.38,9,119,2,July,168500
1273,Security,Musical,Ampitiya,447,3.88,1,123,9,August,120300
1274,Lighting,Wedding,Gampola,257,4.86,15,402,2,April,113000
1275,Decoration,Birthday,Akurana,533,4.96,19,241,8,October,171400
1276,Music,Exhibition,Peradeniya,407,4.32,15,942,4,July,93400
1277,Makeup,Cultural,Wattegama,45,3.02,19,668,5,September,53600
1278,Venue,Birthday,Digana,315,4.84,8,378,10,July,695900
1279,Transport,Musical,Akurana,637,3.27,19,964,5,March,68300
1280,Security,Sports,Pilimathalawa,234,3.71,12,870,2,July,55800
1281,Decoration,Musical,Madawala,384,4.95,8,618,11,December,204700
1282,Security,Sports,Gelioya,673,4.64,14,692,7,November,146000
1283,Music,Exhibition,Anniewatta,866,4.33,4,855,4,November,138800
1284,Photography,Cultural,Anniewatta,958,3.8,19,923,11,February,264600
1285,Music,Musical,Anniewatta,801,4.35,11,891,12,January,155700
1286,Lighting,Exhibition,Kadugannawa,67,3.3,1,676,9,August,85200
1287,Catering,Birthday,Peradeniya,577,3.69,15,543,8,January,173200
1288,Venue,Musical,Gelioya,491,4.49,13,899,12,July,788300
1289,Florist,Exhibition,Gelioya,524,3.85,1,932,10,June,96600
1290,Florist,Cultural,Tennekumbura,904,4.81,17,939,11,December,154900
1291,Florist,Exhibition,Tennekumbura,782,4.27,10,417,11,December,115700
1292,Sound,Exhibition,Kadugannawa,285,4.34,10,689,12,June,108800
1293,Photography,Cultural,Madawala,925,3.89,3,479,12,March,271300
1294,Decoration,Corporate,Pilimathalawa,244,4.98,7,321,5,June,149700
1295,Decoration,Corporate,Pilimathalawa,358,4.44,12,637,5,December,141400
1296,Catering,Sports,Tennekumbura,654,3.69,11,166,10,December,159000
1297,Florist,Birthday,Kandy,403,4.85,15,612,8,July,95600
1298,Venue,Wedding,Yatinuwara,902,3.76,19,489,8,September,264200
1299,Decoration,Sports,Digana,399,3.01,14,79,10,November,169900
1300,Decoration,Wedding,Gelioya,141,3.07,18,822,11,October,68800
1301,Decoration,Corporate,Wattegama,942,4.69,5,640,9,November,188600
1302,Catering,Exhibition,Tennekumbura,96,3.84,20,452,7,January,195200
1303,Decoration,Wedding,Digana,777,3.66,7,606,5,April,153700
1304,Catering,Exhibition,Kadugannawa,596,3.83,15,571,9,April,216500
1305,Decoration,Cultural,Kurunegala Road,244,3.77,2,599,11,March,106200
1306,Lighting,Exhibition,Kadugannawa,852,4.7,17,466,12,November,105300
1307,Music,Cultural,Yatinuwara,464,4.73,19,917,4,July,166700
1308,Decoration,Cultural,Harispattuwa,165,3.03,16,186,4,December,108700
1309,Music,Cultural,Madawala,575,3.37,14,308,8,July,77500
1310,Decoration,Corporate,Tennekumbura,918,3.75,16,434,9,March,220400
1311,Security,Sports,Gampola,50,4.59,11,67,11,September,54000
1312,Lighting,Sports,Kurunegala Road,195,3.62,15,910,12,March,73600
1313,Florist,Birthday,Akurana,972,3.88,18,490,8,March,125000
1314,Venue,Wedding,Madawala,20,3.78,13,82,5,March,926200
1315,Makeup,Cultural,Yatinuwara,984,3.62,3,352,8,September,146600
1316,Makeup,Corporate,Tennekumbura,105,4.14,20,26,3,October,69900
1317,Lighting,Cultural,Katugastota,718,3.14,9,66,8,April,136200
1318,Decoration,Exhibition,Tennekumbura,772,4.12,11,984,10,November,142700
1319,Catering,Cultural,Madawala,289,4.77,6,559,2,August,91100
1320,Catering,Corporate,Tennekumbura,164,4.48,6,236,6,July,262800
1321,Catering,Sports,Pilimathalawa,608,3.72,4,830,11,December,92600
1322,Sound,Sports,Tennekumbura,389,3.74,7,638,7,April,161300
1323,Lighting,Corporate,Wattegama,590,3.99,2,750,11,December,78200
1324,Decoration,Musical,Ampitiya,670,4.44,6,461,4,December,170800
1325,Sound,Corporate,Digana,261,3.69,11,54,5,December,142100
1326,Florist,Sports,Katugastota,634,3.72,10,349,2,August,84200
1327,Decoration,Exhibition,Akurana,773,4.54,17,611,9,February,220800
1328,Music,Musical,Gelioya,968,3.47,12,16,2,March,220600
1329,Security,Sports,Gampola,923,3.45,10,286,2,August,92600
1330,Venue,Wedding,Ampitiya,392,4.75,6,295,5,August,270100
1331,Lighting,Wedding,Ampitiya,179,4.98,5,485,9,July,130800
1332,Catering,Sports,Digana,262,4.61,10,38,6,October,123500
1333,Music,Exhibition,Gampola,51,3.99,7,294,3,November,59300
1334,Music,Wedding,Peradeniya,695,4.04,7,527,4,June,119900
1335,Security,Corporate,Akurana,754,4.4,2,251,11,August,142300
1336,Makeup,Cultural,Anniewatta,200,4.33,13,956,5,August,41500
1337,Sound,Exhibition,Akurana,127,3.71,3,367,11,July,84600
1338,Catering,Wedding,Madawala,53,4.53,14,52,10,August,252800
1339,Lighting,Wedding,Katugastota,568,4.72,20,874,5,October,86300
1340,Florist,Musical,Kadugannawa,898,3.23,11,244,4,October,115200
1341,Lighting,Exhibition,Peradeniya,30,4.96,17,275,7,July,56800
1342,Music,Sports,Kurunegala Road,315,4.78,9,698,3,July,91700
1343,Sound,Wedding,Madawala,433,4.21,2,332,8,March,90400
1344,Sound,Birthday,Akurana,673,3.69,5,146,9,July,152000
1345,Catering,Birthday,Peradeniya,191,4.18,8,63,12,May,306900
1346,Catering,Exhibition,Peradeniya,857,4.17,4,750,11,January,265000
1347,Music,Musical,Yatinuwara,230,3.55,18,353,5,November,75800
1348,Venue,Wedding,Madawala,70,3.21,4,656,11,April,702000
1349,Photography,Musical,Tennekumbura,845,4.83,5,427,11,January,176500
1350,Lighting,Cultural,Kandy,337,4.92,14,438,4,May,103000
1351,Transport,Exhibition,Ampitiya,705,4.56,15,520,12,January,177600
1352,Makeup,Cultural,Gampola,787,4.22,16,928,11,April,133600
1353,Venue,Corporate,Harispattuwa,52,4.51,13,374,2,March,672200
1354,Sound,Birthday,Gelioya,359,4.81,2,768,9,July,127100
1355,Sound,Musical,Wattegama,92,3.86,20,29,4,December,85200
1356,Photography,Musical,Gampola,458,4.66,8,226,6,June,123700
1357,Venue,Musical,Yatinuwara,882,3.21,8,331,9,June,720300
1358,Security,Exhibition,Akurana,423,4.46,4,465,10,October,86400
1359,Security,Musical,Peradeniya,415,4.21,2,725,6,November,75400
1360,Transport,Wedding,Kurunegala Road,68,4.42,17,947,2,July,66000
1361,Photography,Birthday,Kurunegala Road,428,3.98,8,562,10,December,112400
1362,Transport,Birthday,Katugastota,572,4.79,15,201,6,January,91600
1363,Security,Corporate,Madawala,153,4.52,9,430,8,June,87500
1364,Lighting,Birthday,Harispattuwa,614,3.06,18,654,6,September,139800
1365,Venue,Musical,Madawala,873,3.68,1,928,6,January,393400
1366,Catering,Sports,Gampola,507,4.41,15,945,10,December,231400
1367,Music,Exhibition,Gampola,871,3.8,8,270,2,July,129300
1368,Lighting,Sports,Anniewatta,224,4.31,9,247,8,January,66300
1369,Sound,Musical,Kandy,209,4.56,13,503,4,April,147100
1370,Decoration,Sports,Ampitiya,565,3.67,20,418,10,October,168200
1371,Decoration,Wedding,Wattegama,602,3.07,20,941,10,June,107800
1372,Venue,Corporate,Ampitiya,274,3.45,11,805,7,July,465900
1373,Venue,Cultural,Digana,226,3.6,19,749,12,March,685400
1374,Catering,Sports,Ampitiya,508,3.99,9,128,12,November,341200
1375,Makeup,Corporate,Kadugannawa,481,3.59,10,919,5,January,82200
1376,Sound,Wedding,Harispattuwa,591,4.69,9,172,5,October,175500
1377,Venue,Corporate,Anniewatta,953,4.06,10,617,2,July,484300
1378,Music,Exhibition,Ampitiya,969,3.65,13,300,2,January,173100
1379,Makeup,Musical,Kurunegala Road,623,3.03,12,821,3,August,90200
1380,Security,Musical,Pilimathalawa,705,3.71,9,308,2,September,84400
1381,Decoration,Birthday,Kurunegala Road,506,4.04,8,533,6,November,216700
1382,Venue,Exhibition,Anniewatta,458,3.4,5,652,10,November,481900
1383,Makeup,Corporate,Kadugannawa,30,4.66,6,364,8,December,52400
1384,Catering,Exhibition,Pilimathalawa,602,4.63,4,161,12,May,223500
1385,Transport,Birthday,Tennekumbura,944,4.49,20,243,7,May,95100
1386,Catering,Birthday,Anniewatta,280,4.85,4,372,3,August,147500
1387,Makeup,Birthday,Peradeniya,581,3.18,20,977,5,June,86400
1388,Lighting,Musical,Anniewatta,597,3.03,1,778,9,February,54700
1389,Music,Wedding,Katugastota,106,4.89,16,504,2,March,68500
1390,Transport,Corporate,Digana,234,3.07,15,469,11,May,82400
1391,Florist,Corporate,Pilimathalawa,363,4.67,19,383,9,August,63700
1392,Transport,Wedding,Gampola,161,4.16,19,391,9,June,49100
1393,Lighting,Birthday,Pilimathalawa,243,4.74,17,231,12,April,96600
1394,Lighting,Sports,Harispattuwa,722,4.25,8,25,11,April,85500
1395,Sound,Corporate,Kurunegala Road,603,3.1,3,908,8,October,69700
1396,Venue,Cultural,Kurunegala Road,305,3.83,20,318,2,September,785800
1397,Security,Sports,Tennekumbura,842,4.96,14,549,6,May,140000
1398,Music,Cultural,Ampitiya,33,4.4,9,808,6,February,72700
1399,Security,Sports,Gelioya,258,4.11,1,122,12,April,87200
1400,Security,Musical,Pilimathalawa,183,4.77,10,894,9,May,98600
1401,Florist,Corporate,Anniewatta,828,3.48,17,436,7,November,155200
1402,Sound,Birthday,Ampitiya,340,3.36,20,999,12,February,108800
1403,Lighting,Cultural,Gampola,638,3.62,9,255,3,March,137600
1404,Venue,Corporate,Kadugannawa,547,4.39,18,726,6,December,901300
1405,Sound,Exhibition,Kadugannawa,243,3.06,19,32,6,October,85200
1406,Photography,Corporate,Digana,609,4.34,9,642,9,April,165100
1407,Lighting,Corporate,Gampola,977,4.57,6,54,9,October,129800
1408,Security,Cultural,Wattegama,727,3.71,8,18,5,September,132800
1409,Venue,Corporate,Ampitiya,201,3.98,19,628,5,July,193800
1410,Florist,Corporate,Yatinuwara,578,3.55,4,704,2,April,50800
1411,Photography,Birthday,Harispattuwa,995,4.06,10,808,5,September,133100
1412,Music,Wedding,Kurunegala Road,309,4.65,5,336,10,November,65800
1413,Security,Birthday,Katugastota,39,3.58,18,345,6,March,60500
1414,Sound,Wedding,Akurana,913,3.01,2,427,3,September,76400
1415,Makeup,Musical,Yatinuwara,396,3.23,2,305,2,March,78100
1416,Lighting,Cultural,Digana,701,3.1,19,1000,6,September,166500
1417,Makeup,Sports,Anniewatta,785,4.09,8,597,10,November,127600
1418,Transport,Musical,Katugastota,188,4.95,14,706,8,February,79300
1419,Transport,Wedding,Katugastota,33,3.48,20,456,10,June,45400
1420,Transport,Musical,Kadugannawa,818,3.72,18,521,5,March,99800
1421,Decoration,Exhibition,Katugastota,822,4.2,15,341,10,July,202900
1422,Florist,Sports,Gelioya,766,3.06,18,268,8,December,64900
1423,Catering,Cultural,Kandy,966,4.44,8,127,3,August,204800
1424,Transport,Cultural,Katugastota,778,4.88,18,762,11,June,172800
1425,Sound,Exhibition,Kurunegala Road,335,3.92,16,554,10,July,113400
